customer_id,persona,channel,acq_date,acquisition_month,adstocked_spend,expected_customers_channel_month,acv,monthly_retention,expansion_rate,sales_cycle_days
86,Self_Serve_Growth,Paid_Search,2024-01-10,1,300000.0,350.26382682995643,500,0.925,0.01,3
87,Mid_Market_Pragmatist,Paid_Search,2024-01-15,1,300000.0,350.26382682995643,1500,0.955,0.08,35
88,Mid_Market_Pragmatist,Paid_Search,2024-01-24,1,300000.0,350.26382682995643,1500,0.955,0.08,35
89,Self_Serve_Growth,Paid_Search,2024-01-17,1,300000.0,350.26382682995643,500,0.925,0.01,3
90,Mid_Market_Pragmatist,Paid_Search,2024-01-26,1,300000.0,350.26382682995643,1500,0.955,0.08,35
91,Self_Serve_Growth,Paid_Search,2024-01-30,1,300000.0,350.26382682995643,500,0.925,0.01,3
92,Self_Serve_Growth,Paid_Search,2024-01-03,1,300000.0,350.26382682995643,500,0.925,0.01,3
93,Mid_Market_Pragmatist,Paid_Search,2024-01-17,1,300000.0,350.26382682995643,1500,0.955,0.08,35
94,Self_Serve_Growth,Paid_Search,2024-01-27,1,300000.0,350.26382682995643,500,0.925,0.01,3
95,Self_Serve_Growth,Paid_Search,2024-01-02,1,300000.0,350.26382682995643,500,0.925,0.01,3
96,Self_Serve_Growth,Paid_Search,2024-01-23,1,300000.0,350.26382682995643,500,0.925,0.01,3
97,Mid_Market_Pragmatist,Paid_Search,2024-01-01,1,300000.0,350.26382682995643,1500,0.955,0.08,35
98,Self_Serve_Growth,Paid_Search,2024-01-30,1,300000.0,350.26382682995643,500,0.925,0.01,3
99,Mid_Market_Pragmatist,Paid_Search,2024-01-12,1,300000.0,350.26382682995643,1500,0.955,0.08,35
100,Self_Serve_Growth,Paid_Search,2024-01-06,1,300000.0,350.26382682995643,500,0.925,0.01,3
101,Mid_Market_Pragmatist,Paid_Search,2024-01-04,1,300000.0,350.26382682995643,1500,0.955,0.08,35
102,Mid_Market_Pragmatist,Paid_Search,2024-01-24,1,300000.0,350.26382682995643,1500,0.955,0.08,35
103,Mid_Market_Pragmatist,Paid_Search,2024-01-31,1,300000.0,350.26382682995643,1500,0.955,0.08,35
104,Self_Serve_Growth,Paid_Search,2024-01-05,1,300000.0,350.26382682995643,500,0.925,0.01,3
105,Self_Serve_Growth,Paid_Search,2024-01-06,1,300000.0,350.26382682995643,500,0.925,0.01,3
106,Self_Serve_Growth,Paid_Search,2024-01-31,1,300000.0,350.26382682995643,500,0.925,0.01,3
107,Mid_Market_Pragmatist,Paid_Search,2024-01-01,1,300000.0,350.26382682995643,1500,0.955,0.08,35
108,Mid_Market_Pragmatist,Paid_Search,2024-01-27,1,300000.0,350.26382682995643,1500,0.955,0.08,35
109,Mid_Market_Pragmatist,Paid_Search,2024-01-29,1,300000.0,350.26382682995643,1500,0.955,0.08,35
110,Self_Serve_Growth,Paid_Search,2024-01-28,1,300000.0,350.26382682995643,500,0.925,0.01,3
111,Self_Serve_Growth,Paid_Search,2024-01-19,1,300000.0,350.26382682995643,500,0.925,0.01,3
112,Self_Serve_Growth,Paid_Search,2024-01-31,1,300000.0,350.26382682995643,500,0.925,0.01,3
113,Mid_Market_Pragmatist,Paid_Search,2024-01-07,1,300000.0,350.26382682995643,1500,0.955,0.08,35
114,Mid_Market_Pragmatist,Paid_Search,2024-01-01,1,300000.0,350.26382682995643,1500,0.955,0.08,35
115,Self_Serve_Growth,Paid_Search,2024-01-07,1,300000.0,350.26382682995643,500,0.925,0.01,3
116,Self_Serve_Growth,Paid_Search,2024-01-01,1,300000.0,350.26382682995643,500,0.925,0.01,3
117,Self_Serve_Growth,Paid_Search,2024-01-25,1,300000.0,350.26382682995643,500,0.925,0.01,3
118,Mid_Market_Pragmatist,Paid_Search,2024-01-23,1,300000.0,350.26382682995643,1500,0.955,0.08,35
119,Self_Serve_Growth,Paid_Search,2024-01-10,1,300000.0,350.26382682995643,500,0.925,0.01,3
120,Mid_Market_Pragmatist,Paid_Search,2024-01-28,1,300000.0,350.26382682995643,1500,0.955,0.08,35
121,Mid_Market_Pragmatist,Paid_Search,2024-01-16,1,300000.0,350.26382682995643,1500,0.955,0.08,35
122,Self_Serve_Growth,Paid_Search,2024-01-28,1,300000.0,350.26382682995643,500,0.925,0.01,3
123,Mid_Market_Pragmatist,Paid_Search,2024-01-01,1,300000.0,350.26382682995643,1500,0.955,0.08,35
124,Mid_Market_Pragmatist,Paid_Search,2024-01-12,1,300000.0,350.26382682995643,1500,0.955,0.08,35
125,Self_Serve_Growth,Paid_Search,2024-01-27,1,300000.0,350.26382682995643,500,0.925,0.01,3
126,Mid_Market_Pragmatist,Paid_Search,2024-01-09,1,300000.0,350.26382682995643,1500,0.955,0.08,35
127,Mid_Market_Pragmatist,Paid_Search,2024-01-16,1,300000.0,350.26382682995643,1500,0.955,0.08,35
128,Self_Serve_Growth,Paid_Search,2024-01-20,1,300000.0,350.26382682995643,500,0.925,0.01,3
129,Self_Serve_Growth,Paid_Search,2024-01-24,1,300000.0,350.26382682995643,500,0.925,0.01,3
130,Self_Serve_Growth,Paid_Search,2024-01-20,1,300000.0,350.26382682995643,500,0.925,0.01,3
131,Mid_Market_Pragmatist,Paid_Search,2024-01-08,1,300000.0,350.26382682995643,1500,0.955,0.08,35
132,Self_Serve_Growth,Paid_Search,2024-01-08,1,300000.0,350.26382682995643,500,0.925,0.01,3
133,Self_Serve_Growth,Paid_Search,2024-01-03,1,300000.0,350.26382682995643,500,0.925,0.01,3
134,Self_Serve_Growth,Paid_Search,2024-01-25,1,300000.0,350.26382682995643,500,0.925,0.01,3
135,Self_Serve_Growth,Paid_Search,2024-01-29,1,300000.0,350.26382682995643,500,0.925,0.01,3
136,Mid_Market_Pragmatist,Paid_Search,2024-01-14,1,300000.0,350.26382682995643,1500,0.955,0.08,35
137,Self_Serve_Growth,Paid_Search,2024-01-22,1,300000.0,350.26382682995643,500,0.925,0.01,3
138,Self_Serve_Growth,Paid_Search,2024-01-29,1,300000.0,350.26382682995643,500,0.925,0.01,3
139,Mid_Market_Pragmatist,Paid_Search,2024-01-01,1,300000.0,350.26382682995643,1500,0.955,0.08,35
140,Mid_Market_Pragmatist,Paid_Search,2024-01-14,1,300000.0,350.26382682995643,1500,0.955,0.08,35
141,Mid_Market_Pragmatist,Paid_Search,2024-01-20,1,300000.0,350.26382682995643,1500,0.955,0.08,35
142,Self_Serve_Growth,Paid_Search,2024-01-08,1,300000.0,350.26382682995643,500,0.925,0.01,3
143,Self_Serve_Growth,Paid_Search,2024-01-17,1,300000.0,350.26382682995643,500,0.925,0.01,3
144,Mid_Market_Pragmatist,Paid_Search,2024-01-16,1,300000.0,350.26382682995643,1500,0.955,0.08,35
145,Mid_Market_Pragmatist,Paid_Search,2024-01-19,1,300000.0,350.26382682995643,1500,0.955,0.08,35
146,Self_Serve_Growth,Paid_Search,2024-01-22,1,300000.0,350.26382682995643,500,0.925,0.01,3
147,Mid_Market_Pragmatist,Paid_Search,2024-01-06,1,300000.0,350.26382682995643,1500,0.955,0.08,35
148,Self_Serve_Growth,Paid_Search,2024-01-19,1,300000.0,350.26382682995643,500,0.925,0.01,3
149,Self_Serve_Growth,Paid_Search,2024-01-27,1,300000.0,350.26382682995643,500,0.925,0.01,3
150,Self_Serve_Growth,Paid_Search,2024-01-21,1,300000.0,350.26382682995643,500,0.925,0.01,3
151,Self_Serve_Growth,Paid_Search,2024-01-28,1,300000.0,350.26382682995643,500,0.925,0.01,3
152,Self_Serve_Growth,Paid_Search,2024-01-01,1,300000.0,350.26382682995643,500,0.925,0.01,3
153,Mid_Market_Pragmatist,Paid_Search,2024-01-29,1,300000.0,350.26382682995643,1500,0.955,0.08,35
154,Self_Serve_Growth,Paid_Search,2024-01-04,1,300000.0,350.26382682995643,500,0.925,0.01,3
155,Mid_Market_Pragmatist,Paid_Search,2024-01-17,1,300000.0,350.26382682995643,1500,0.955,0.08,35
156,Mid_Market_Pragmatist,Paid_Search,2024-01-12,1,300000.0,350.26382682995643,1500,0.955,0.08,35
157,Self_Serve_Growth,Paid_Search,2024-01-29,1,300000.0,350.26382682995643,500,0.925,0.01,3
158,Mid_Market_Pragmatist,Paid_Search,2024-01-06,1,300000.0,350.26382682995643,1500,0.955,0.08,35
159,Self_Serve_Growth,Paid_Search,2024-01-09,1,300000.0,350.26382682995643,500,0.925,0.01,3
160,Self_Serve_Growth,Paid_Search,2024-01-29,1,300000.0,350.26382682995643,500,0.925,0.01,3
161,Self_Serve_Growth,Paid_Search,2024-01-21,1,300000.0,350.26382682995643,500,0.925,0.01,3
162,Self_Serve_Growth,Paid_Search,2024-01-28,1,300000.0,350.26382682995643,500,0.925,0.01,3
163,Self_Serve_Growth,Paid_Search,2024-01-31,1,300000.0,350.26382682995643,500,0.925,0.01,3
164,Mid_Market_Pragmatist,Paid_Search,2024-01-23,1,300000.0,350.26382682995643,1500,0.955,0.08,35
165,Mid_Market_Pragmatist,Paid_Search,2024-01-03,1,300000.0,350.26382682995643,1500,0.955,0.08,35
166,Mid_Market_Pragmatist,Paid_Search,2024-01-25,1,300000.0,350.26382682995643,1500,0.955,0.08,35
167,Self_Serve_Growth,Paid_Search,2024-01-22,1,300000.0,350.26382682995643,500,0.925,0.01,3
168,Self_Serve_Growth,Paid_Search,2024-01-08,1,300000.0,350.26382682995643,500,0.925,0.01,3
169,Mid_Market_Pragmatist,Paid_Search,2024-01-18,1,300000.0,350.26382682995643,1500,0.955,0.08,35
170,Self_Serve_Growth,Paid_Search,2024-01-22,1,300000.0,350.26382682995643,500,0.925,0.01,3
171,Self_Serve_Growth,Paid_Search,2024-01-31,1,300000.0,350.26382682995643,500,0.925,0.01,3
172,Self_Serve_Growth,Paid_Search,2024-01-02,1,300000.0,350.26382682995643,500,0.925,0.01,3
173,Mid_Market_Pragmatist,Paid_Search,2024-01-08,1,300000.0,350.26382682995643,1500,0.955,0.08,35
174,Self_Serve_Growth,Paid_Search,2024-01-11,1,300000.0,350.26382682995643,500,0.925,0.01,3
175,Self_Serve_Growth,Paid_Search,2024-01-07,1,300000.0,350.26382682995643,500,0.925,0.01,3
176,Mid_Market_Pragmatist,Paid_Search,2024-01-23,1,300000.0,350.26382682995643,1500,0.955,0.08,35
177,Self_Serve_Growth,Paid_Search,2024-01-18,1,300000.0,350.26382682995643,500,0.925,0.01,3
178,Self_Serve_Growth,Paid_Search,2024-01-13,1,300000.0,350.26382682995643,500,0.925,0.01,3
179,Mid_Market_Pragmatist,Paid_Search,2024-01-07,1,300000.0,350.26382682995643,1500,0.955,0.08,35
180,Self_Serve_Growth,Paid_Search,2024-01-13,1,300000.0,350.26382682995643,500,0.925,0.01,3
181,Mid_Market_Pragmatist,Paid_Search,2024-01-08,1,300000.0,350.26382682995643,1500,0.955,0.08,35
182,Self_Serve_Growth,Paid_Search,2024-01-16,1,300000.0,350.26382682995643,500,0.925,0.01,3
183,Mid_Market_Pragmatist,Paid_Search,2024-01-19,1,300000.0,350.26382682995643,1500,0.955,0.08,35
184,Mid_Market_Pragmatist,Paid_Search,2024-01-28,1,300000.0,350.26382682995643,1500,0.955,0.08,35
185,Self_Serve_Growth,Paid_Search,2024-01-23,1,300000.0,350.26382682995643,500,0.925,0.01,3
186,Self_Serve_Growth,Paid_Search,2024-01-19,1,300000.0,350.26382682995643,500,0.925,0.01,3
187,Self_Serve_Growth,Paid_Search,2024-01-31,1,300000.0,350.26382682995643,500,0.925,0.01,3
188,Self_Serve_Growth,Paid_Search,2024-01-22,1,300000.0,350.26382682995643,500,0.925,0.01,3
189,Self_Serve_Growth,Paid_Search,2024-01-22,1,300000.0,350.26382682995643,500,0.925,0.01,3
190,Mid_Market_Pragmatist,Paid_Search,2024-01-10,1,300000.0,350.26382682995643,1500,0.955,0.08,35
191,Self_Serve_Growth,Paid_Search,2024-01-22,1,300000.0,350.26382682995643,500,0.925,0.01,3
192,Self_Serve_Growth,Paid_Search,2024-01-05,1,300000.0,350.26382682995643,500,0.925,0.01,3
193,Self_Serve_Growth,Paid_Search,2024-01-21,1,300000.0,350.26382682995643,500,0.925,0.01,3
194,Mid_Market_Pragmatist,Paid_Search,2024-01-12,1,300000.0,350.26382682995643,1500,0.955,0.08,35
195,Self_Serve_Growth,Paid_Search,2024-01-04,1,300000.0,350.26382682995643,500,0.925,0.01,3
196,Self_Serve_Growth,Paid_Search,2024-01-20,1,300000.0,350.26382682995643,500,0.925,0.01,3
197,Self_Serve_Growth,Paid_Search,2024-01-03,1,300000.0,350.26382682995643,500,0.925,0.01,3
198,Self_Serve_Growth,Paid_Search,2024-01-20,1,300000.0,350.26382682995643,500,0.925,0.01,3
199,Mid_Market_Pragmatist,Paid_Search,2024-01-18,1,300000.0,350.26382682995643,1500,0.955,0.08,35
200,Self_Serve_Growth,Paid_Search,2024-01-30,1,300000.0,350.26382682995643,500,0.925,0.01,3
201,Mid_Market_Pragmatist,Paid_Search,2024-01-24,1,300000.0,350.26382682995643,1500,0.955,0.08,35
202,Mid_Market_Pragmatist,Paid_Search,2024-01-28,1,300000.0,350.26382682995643,1500,0.955,0.08,35
203,Self_Serve_Growth,Paid_Search,2024-01-26,1,300000.0,350.26382682995643,500,0.925,0.01,3
204,Mid_Market_Pragmatist,Paid_Search,2024-01-21,1,300000.0,350.26382682995643,1500,0.955,0.08,35
205,Mid_Market_Pragmatist,Paid_Search,2024-01-31,1,300000.0,350.26382682995643,1500,0.955,0.08,35
206,Self_Serve_Growth,Paid_Search,2024-01-21,1,300000.0,350.26382682995643,500,0.925,0.01,3
207,Mid_Market_Pragmatist,Paid_Search,2024-01-26,1,300000.0,350.26382682995643,1500,0.955,0.08,35
208,Mid_Market_Pragmatist,Paid_Search,2024-01-02,1,300000.0,350.26382682995643,1500,0.955,0.08,35
209,Mid_Market_Pragmatist,Paid_Search,2024-01-22,1,300000.0,350.26382682995643,1500,0.955,0.08,35
210,Self_Serve_Growth,Paid_Search,2024-01-08,1,300000.0,350.26382682995643,500,0.925,0.01,3
211,Self_Serve_Growth,Paid_Search,2024-01-01,1,300000.0,350.26382682995643,500,0.925,0.01,3
212,Self_Serve_Growth,Paid_Search,2024-01-07,1,300000.0,350.26382682995643,500,0.925,0.01,3
213,Self_Serve_Growth,Paid_Search,2024-01-05,1,300000.0,350.26382682995643,500,0.925,0.01,3
214,Self_Serve_Growth,Paid_Search,2024-01-23,1,300000.0,350.26382682995643,500,0.925,0.01,3
215,Mid_Market_Pragmatist,Paid_Search,2024-01-26,1,300000.0,350.26382682995643,1500,0.955,0.08,35
216,Self_Serve_Growth,Paid_Search,2024-01-05,1,300000.0,350.26382682995643,500,0.925,0.01,3
217,Mid_Market_Pragmatist,Paid_Search,2024-01-29,1,300000.0,350.26382682995643,1500,0.955,0.08,35
218,Mid_Market_Pragmatist,Paid_Search,2024-01-05,1,300000.0,350.26382682995643,1500,0.955,0.08,35
219,Mid_Market_Pragmatist,Paid_Search,2024-01-30,1,300000.0,350.26382682995643,1500,0.955,0.08,35
220,Self_Serve_Growth,Paid_Search,2024-01-20,1,300000.0,350.26382682995643,500,0.925,0.01,3
221,Mid_Market_Pragmatist,Paid_Search,2024-01-16,1,300000.0,350.26382682995643,1500,0.955,0.08,35
222,Mid_Market_Pragmatist,Paid_Search,2024-01-16,1,300000.0,350.26382682995643,1500,0.955,0.08,35
223,Self_Serve_Growth,Paid_Search,2024-01-04,1,300000.0,350.26382682995643,500,0.925,0.01,3
224,Mid_Market_Pragmatist,Paid_Search,2024-01-30,1,300000.0,350.26382682995643,1500,0.955,0.08,35
225,Self_Serve_Growth,Paid_Search,2024-01-26,1,300000.0,350.26382682995643,500,0.925,0.01,3
226,Self_Serve_Growth,Paid_Search,2024-01-05,1,300000.0,350.26382682995643,500,0.925,0.01,3
227,Self_Serve_Growth,Paid_Search,2024-01-20,1,300000.0,350.26382682995643,500,0.925,0.01,3
228,Self_Serve_Growth,Paid_Search,2024-01-26,1,300000.0,350.26382682995643,500,0.925,0.01,3
229,Self_Serve_Growth,Paid_Search,2024-01-01,1,300000.0,350.26382682995643,500,0.925,0.01,3
230,Self_Serve_Growth,Paid_Search,2024-01-13,1,300000.0,350.26382682995643,500,0.925,0.01,3
231,Mid_Market_Pragmatist,Paid_Search,2024-01-24,1,300000.0,350.26382682995643,1500,0.955,0.08,35
232,Self_Serve_Growth,Paid_Search,2024-01-02,1,300000.0,350.26382682995643,500,0.925,0.01,3
233,Mid_Market_Pragmatist,Paid_Search,2024-01-27,1,300000.0,350.26382682995643,1500,0.955,0.08,35
234,Self_Serve_Growth,Paid_Search,2024-01-12,1,300000.0,350.26382682995643,500,0.925,0.01,3
235,Self_Serve_Growth,Paid_Search,2024-01-28,1,300000.0,350.26382682995643,500,0.925,0.01,3
236,Mid_Market_Pragmatist,Paid_Search,2024-01-29,1,300000.0,350.26382682995643,1500,0.955,0.08,35
237,Self_Serve_Growth,Paid_Search,2024-01-05,1,300000.0,350.26382682995643,500,0.925,0.01,3
238,Self_Serve_Growth,Paid_Search,2024-01-01,1,300000.0,350.26382682995643,500,0.925,0.01,3
239,Self_Serve_Growth,Paid_Search,2024-01-10,1,300000.0,350.26382682995643,500,0.925,0.01,3
240,Mid_Market_Pragmatist,Paid_Search,2024-01-29,1,300000.0,350.26382682995643,1500,0.955,0.08,35
241,Mid_Market_Pragmatist,Paid_Search,2024-01-31,1,300000.0,350.26382682995643,1500,0.955,0.08,35
242,Self_Serve_Growth,Paid_Search,2024-01-29,1,300000.0,350.26382682995643,500,0.925,0.01,3
243,Mid_Market_Pragmatist,Paid_Search,2024-01-03,1,300000.0,350.26382682995643,1500,0.955,0.08,35
244,Mid_Market_Pragmatist,Paid_Search,2024-01-26,1,300000.0,350.26382682995643,1500,0.955,0.08,35
245,Mid_Market_Pragmatist,Paid_Search,2024-01-26,1,300000.0,350.26382682995643,1500,0.955,0.08,35
246,Self_Serve_Growth,Paid_Search,2024-01-30,1,300000.0,350.26382682995643,500,0.925,0.01,3
247,Self_Serve_Growth,Paid_Search,2024-01-09,1,300000.0,350.26382682995643,500,0.925,0.01,3
248,Self_Serve_Growth,Paid_Search,2024-01-26,1,300000.0,350.26382682995643,500,0.925,0.01,3
